"name","address","city","zip","state","country","phone","email","website","openingHours","lat","lng","accuracy","error"
"Newington Food Land","60 Walsh Avenue","NEWINGTON","6111","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06111","","41.6953691","'-72.7240553","User provided",""
"Thomaston Xtra Mart","196 Pine Hill Rd","THOMASTON","6787","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06787","","41.6573612","'-73.087223","User provided",""
"THE BOTTLE CRIB","1065 MIDDLETOWN AVE","NORTHFORD","6472","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06472","","41.3803485","'-72.8129152","User provided",""
"Nunes Convenience Store","478 Iranistan Ave","BRIDGEPORT","6604","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06604","","41.1675779","'-73.1995425","User provided",""
"Annas Place","352 Coram Avenue","SHELTON","6484","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06484","","41.3165623","'-73.0943418","User provided",""
"Tonys Operating Company LLC","1016 Killingworth Rd","HIGGANUM","6441","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06441","","41.428782","'-72.5601","User provided",""
"BIG Y WORLD CLASS MKT #35","535 MONROE TPKE","MONROE","6468","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06468","","41.3190597","'-73.2141585","User provided",""
"Cibao Deli & Grocery","39 Harbor Avenue","NORWALK","6850","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06850","","41.11169","'-73.412276","User provided",""
"Steve`s Price Cutters Liquor","156 Silas Deane Hwy","WETHERSFIELD","6109","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06109","","41.7229467","'-72.6680517","User provided",""
"Middletown Deli Grocery LLC","28 Broad St","MIDDLETOWN","6457","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06457","","41.5573558","'-72.6502078","User provided",""
"RITE AID #10355","27 Main St","LISBON","6351","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06351","","41.5974631","'-72.0475774","User provided",""
"FOOD BAG #511","960 MERIDEN-WATERBURY TPKE","SOUTHINGTON","6489","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06489","","41.562918","'-72.877061","User provided",""
"Price Chopper #243","1220 Storrs Road","STORRS","6268","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06268","","41.8050182","'-72.2442393","User provided",""
"NEW TURBO NEWS PLUS LLC","1140 MAIN ST","STRATFORD","6615","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06615","","41.1739743","'-73.1290754","User provided",""
"CUMBERLAND FARMS #4710","723 WOLCOTT RD","WOLCOTT","6716","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06716","","41.6017013","'-72.9865051","User provided",""
"Express Pawn LLC","961 1st Ave","WEST HAVEN","6516","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06516","","41.288581","'-72.957271","User provided",""
"HENNY PENNY #29","2 New London Rd JCT RTE 82&85","SALEM","6420","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06420","","41.4903761","'-72.275359","User provided",""
"BIG Y WORLD CLASS MKT#34","141-B STORRS RD","MANSFIELD","6250","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06250","","41.7401402","'-72.1975084","User provided",""
"Sunnys food & fuel","2414 Goldstar Hwy","MYSTIC","6355","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06355","","41.3900513","'-71.9876427","User provided",""
"Dixwell Mini Mart","284 Dixwell Ave","NEW HAVEN","6511","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06511","","41.3209998","'-72.9344377","User provided",""
"Guilford Xtra Mart","1675 Boston Post Road","GUILFORD","6437","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06437","","41.296032","'-72.7023892","User provided",""
"WOODWARD LIQUOR LLC","50 Woodward Ave","NORWALK","6854","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06854","","41.09161","'-73.416744","User provided",""
"FOOD MART","2088 HEBRON AVE","GLASTONBURY","6033","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06033","","41.712426","'-72.528105","User provided",""
"GRAND SPIRIT II","220 Rte 12","GROTON","6340","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06340","","41.3680645","'-72.0699038","User provided",""
"ABSOLUTE LIQUORS","5 FOXON RD","NORTH BRANFORD","6471","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06471","","41.325729","'-72.8219632","User provided",""
"JB Wine & Spirits","29 Newtown Rd","DANBURY","6810","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06810","","41.401806","'-73.424534","User provided",""
"DAIRY PLUS","269 N WASHINGTON ST","PLAINVILLE","6062","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06062","","41.6786171","'-72.8773749","User provided",""
"BANK STREET MARKET","377 Bank St","NEW LONDON","6320","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06320","","41.3507724","'-72.0989358","User provided",""
"BROAD STREET SHELL","38 W Broad St","STAMFORD","6902","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06902","","41.0555814","'-73.5457881","User provided",""
"R A Hafeez Corporation","131 Meriden Road","WATERBURY","6705","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06705","","41.549487","'-73.014597","User provided",""
"CLC CASHING TERMINAL","777 Brook Street","Rocky Hill","6067","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06067","","41.6421132","'-72.672423","User provided",""
"401 PUTNAM INC.","401 WEST PUTNAM AVE","GREENWICH","6830","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06830","","41.021931","'-73.640367","User provided",""
"WIRTH LIQUOR INC.","1034 RESERVOIR AVE","BRIDGEPORT","6606","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06606","","41.2146282","'-73.1919315","User provided",""
"Luceritos Family Grocery","100 Lockwood Ave","STAMFORD","6902","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06902","","41.0525693","'-73.5214388","User provided",""
"Tienda Latina LLC","129 Danbury Rd Unit 8","NEW MILFORD","6776","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06776","","41.5557267","'-73.4171143","User provided",""
"Dairy Plus","72 West St","CROMWELL","6416","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06416","","41.5997589","'-72.6545941","User provided",""
"North Branford Xpressmart","1975 Foxon Blvd","NORTH BRANFORD","6471","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06471","","41.3332691","'-72.7587201","User provided",""
"Hope Street Mini Mart","1085 Hope Street","STAMFORD","6907","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06907","","41.0955866","'-73.5193333","User provided",""
"WEST FARM`S MINIMART INC","625 HARTFORD RD","NEW BRITAIN","6053","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06053","","41.715291","'-72.76321","User provided",""
"Vinny`s Market LLC","1133 Stratford Ave","BRIDGEPORT","6607","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06607","","41.1777379","'-73.1677756","User provided",""
"Enfield Pizza PalaceJimmys Pub","524 Enfield St","ENFIELD","6082","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06082","","42.0100885","'-72.5939627","User provided",""
"RITE AID #10353","200 Westminister Rd","CANTERBURY","6331","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06331","","41.6449722","'-72.0304952","User provided",""
"Cayey Market","155 Kimberly Ave","NEW HAVEN","6519","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06519","","41.2882405","'-72.9350305","User provided",""
"Tobacco World","1156 Main st","WATERTOWN","6795","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06795","","41.5930239","'-73.1098974","User provided",""
"STOP & SHOP #642","747 Pine St","BRISTOL","6010","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06010","","41.6688666","'-72.8952609","User provided",""
"HENNY PENNY #42","77 N Turnpike Rd","WALLINGFORD","6492","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06492","","41.4735609","'-72.831361","User provided",""
"ONE STOP VARIETY","247 CONNECTICUT AVE","NORWALK","6854","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06854","","41.1030009","'-73.4340346","User provided",""
"McKinnons Irish Pub","114 Asylum Street","HARTFORD","6103","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06103","","41.7672121","'-72.6752133","User provided",""
"JDs Pizzeria Bar & Grill","713 Queen Street","SOUTHINGTON","6489","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06489","","41.6361024","'-72.8732545","User provided",""
"B&K Grocery","597 Winchester Ave","NEW HAVEN","6511","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06511","","41.327987","'-72.926434","User provided",""
"RS Petroleum","429 Shelton Ave","SHELTON","6484","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06484","","41.301693","'-73.135774","User provided",""
"Airport Mobil","107 Ella Grasso Tpke","WINDSOR LOCKS","6096","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06096","","41.9213766","'-72.6703929","User provided",""
"Bank Street Mini Market","868 Bank St","WATERBURY","6708","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06708","","41.5449611","'-73.045564","User provided",""
"Smokers Zone","443 East St Store B","PLAINVILLE","6062","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06062","","41.6747222","'-72.8569444","User provided",""
"Crabby Als","157 East Main Street","THOMASTON","6787","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06787","","41.6740789","'-73.0702638","User provided",""
"RITE AID #10363","25 E High St","EAST HAMPTON","6424","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06424","","41.5839545","'-72.5028834","User provided",""
"SUPER STOP & SHOP #621","100 Main St N","SOUTHBURY","6488","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06488","","41.4792319","'-73.2132322","User provided",""
"Elm Hill Sprit Shope","548 New Britain Ave","NEWINGTON","6111","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06111","","41.6732657","'-72.745758","User provided",""
"Henny Penny Monroe","241 Roosevelt Drive","MONROE","6468","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06468","","41.3877862","'-73.1867537","User provided",""
"On The Go Country Store","128 New Hartford Rd","BARKHAMSTED","6063","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06063","","41.9051611","'-72.9979001","User provided",""
"Price Chopper #232","855 Washington St","MIDDLETOWN","6457","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06457","","41.5542896","'-72.6815346","User provided",""
"Moon Mart","229 Whitewood St","WATERBURY","6708","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06708","","41.5786338","'-73.0813644","User provided",""
"BIG Y #33","83 LATHROP RD","PLAINFIELD","6374","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06374","","41.6622116","'-71.9118996","User provided",""
"COVENTRY FOOD MART","8 Daley Rd","COVENTRY","6238","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06238","","41.7844849","'-72.334395","User provided",""
"Daddys Market","727 East Main St","BRIDGEPORT","6608","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06608","","41.1846046","'-73.1810777","User provided",""
"Aarav Foodmart","1570 Whalley Ave","NEW HAVEN","6515","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06515","","41.33772","'-72.97705","User provided",""
"Mill Plain Exxon","111 Mill Plain Rd","DANBURY","6811","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06811","","41.392496","'-73.520661","User provided",""
"MEADOWBROOK WINE & SPIRIT","1687 Boston Tpke","COVENTRY","6238","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06238","","41.798254","'-72.3724066","User provided",""
"RITE AID #10385","1-A Padanarum Rd","DANBURY","6810","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06810","","41.414146","'-73.456647","User provided",""
"CUMBERLAND FARMS #4690","1588 WATERTOWN AVE","WATERBURY","6708","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06708","","41.584183","'-73.074618","User provided",""
"PRICE CHOPPER #189","251 Kennedy Dr Suite A","PUTNAM","6260","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06260","","41.9185541","'-71.9091991","User provided",""
"Hi Way Package Store","18 Killingworth Rd","HIGGANUM","6441","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06441","","41.495569","'-72.557777","User provided",""
"Wallingford Food Land","250 S Colony Rd","WALLINGFORD","6492","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06492","","41.451868","'-72.826509","User provided",""
"AA Grocery LLC","69 Greenwich Ave","STAMFORD","6902","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06902","","41.0484072","'-73.5464431","User provided",""
"RB Market","1001 N Colony Rd","WALLINGFORD","6492","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06492","","41.4904139","'-72.8098201","User provided",""
"BJ`S WHOLESALE CLUB #214","106 Federal Rd","BROOKFIELD","6804","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06804","","41.435308","'-73.41115","User provided",""
"TIENDA ECUADOR LLC","72 Lake Ave","DANBURY","6810","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06810","","41.3886467","'-73.4698568","User provided",""
"Stop & Go","526 Main St","EAST HAVEN","6512","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06512","","41.2832331","'-72.8812679","User provided",""
"Kwik Food Stop","208 Willow St","WATERBURY","6701","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06701","","41.5634351","'-73.0481721","User provided",""
"Allegras Cafe","249 251 W Main St","BRANFORD","6405","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06405","","41.2776285","'-72.8538394","User provided",""
"HENNY PENNY #21","168 W MAIN ST","NIANTIC","6357","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06357","","41.31801","'-72.227133","User provided",""
"STEP UP PACKAGE STORE","200 Oak St","NEW BRITAIN","6051","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06051","","41.679826","'-72.7757638","User provided",""
"Adams Home Town Market","92 Main St","THOMASTON","6787","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06787","","41.674238","'-73.0739679","User provided",""
"WHITESTONE MINI MART INC","144 ARCH ST","HAMDEN","6514","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06514","","41.338065","'-72.940821","User provided",""
"East Avenue Citgo Inc","211 East Ave","NORWALK","6855","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06855","","41.104799","'-73.404393","User provided",""
"Liquor Outlet","2790 Main St.","HARTFORD","6120","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06120","","41.7913927","'-72.6691027","User provided",""
"SAM`S FOOD STORE","625 MAIN ST","SOMERS","6071","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06071","","41.985727","'-72.4434881","User provided",""
"RITE AID #10375","2175 Dixwell Ave","HAMDEN","6514","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06514","","41.369755","'-72.917832","User provided",""
"WASH WORKS","953 E Main St","STAMFORD","6902","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06902","","41.0557172","'-73.5215756","User provided",""
"Best Cellars #243","282 Elm Street","NEW CANAAN","6840","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06840","","41.1447876","'-73.5002341","User provided",""
"NAINA MART","81 Union St","VERNON","6066","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06066","","41.8672869","'-72.4537827","User provided",""
"Sams Food Store","850 Wolcott St","WATERBURY","6705","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06705","","41.564533","'-73.008554","User provided",""
"STRATFORD FOOD CENTER","11 Woodend Rd","STRATFORD","6615","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06615","","41.1791772","'-73.1306838","User provided",""
"Maple Avenue Discount Liquor","871 Maple Ave","HARTFORD","6114","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06114","","41.7356458","'-72.6865835","User provided",""
"CITGO EXPRESS","206 Merrow Rd","TOLLAND","6084","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06084","","41.8599406","'-72.3527018","User provided",""
"BJ`S WHOLESALE CLUB #78","507 NEW PARK AVE","ELMWOOD","6110","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06110","","41.7396556","'-72.7191294","User provided",""
"Smokey O`Gradys","306 Flanders Road","EAST LYME","6333","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06333","","41.3635686","'-72.2095603","User provided",""
"BUNKER HILL PHARMACY","256 BUNKER HILL AVE","WATERBURY","6708","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06708","","41.5695709","'-73.0644121","User provided",""
"Kiran Mart LLC","1450 Southford Rd","SOUTHBURY","6488","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06488","","41.4646233","'-73.1621775","User provided",""
"Macaudas Package Store","1370 East Main Street","BRIDGEPORT","6608","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06608","","41.1934284","'-73.1804573","User provided",""
"Shore Discount Liquor","94 W Main Street","CLINTON","6413","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06413","","41.2782278","'-72.5368333","User provided",""
"TOM D & S LLC","346 Baldwin St","WATERBURY","6706","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06706","","41.547837","'-73.0335757","User provided",""
"Cumberland Farms #4762","465 New Park Ave","WEST HARTFORD","6110","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06110","","41.742091","'-72.717521","User provided",""
"GETTY MART OF WATERBURY","993 HAMILTON AVE","WATERBURY","6706","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06706","","41.537239","'-73.017554","User provided",""
"BOSTON SHELL LLC","1917 BOSTON AVE","BRIDGEPORT","6610","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06610","","41.1933464","'-73.1587328","User provided",""
"Trackside Deli LLC","108 Main St","ROCKFALL","6481","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06481","","41.530691","'-72.6907342","User provided",""
"CORBIN FOOD MART LLC","1144 Corbin Ave","NEW BRITAIN","6053","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06053","","41.666157","'-72.80701","User provided",""
"Winners New Britain","158 E MAIN ST","NEW BRITAIN","6051","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06051","","41.6704359","'-72.7807111","User provided",""
"THE CORNER STORE","500 SILAS DEANE HWY","WETHERSFIELD","6109","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06109","","41.7121136","'-72.6634816","User provided",""
"BRIDGEPORT NEWS INC","584 NORTH AVE","BRIDGEPORT","6606","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06606","","41.196081","'-73.1938161","User provided",""
"New Park Package","2 New Park Ave Unit A","HARTFORD","6106","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06106","","41.7553806","'-72.7017385","User provided",""
"3 Hermanos Grocery","695 Pacific Street","STAMFORD","6902","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06902","","41.0435875","'-73.5379875","User provided",""
"RAINBOW NEWS & VARIETY LLC","205 Main St","NORWALK","6851","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06851","","41.1280542","'-73.4229899","User provided",""
"YE OLD LIQUOR SHOPPE LLC","174 MAIN ST","WEST HAVEN","6516","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06516","","41.2781844","'-72.8544496","User provided",""
"CENTER PACKAGE STORE","93 MAIN ST","EAST HAMPTON","6424","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06424","","41.5745124","'-72.5020323","User provided",""
"Pit Stop Cafe","338 Bridgeport Ave","MILFORD","6460","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06460","","41.2041588","'-73.0974424","User provided",""
"No Haven Citgo","1915 Hartford Tpke","NORTH HAVEN","6473","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06473","","41.4168958","'-72.8617505","User provided",""
"BIG Y WORLD CLASS MKT #31","RTE 12/ 70 WAUREGAN RD","DANIELSON","6239","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06239","","41.79307","'-71.88399","User provided",""
"PETITS DISCOUNT LIQUORS","269 N WASHINGTON ST","PLAINVILLE","6062","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06062","","41.6786171","'-72.8773749","User provided",""
"CUMBERLAND FARMS #4624","705 MIGEON AVE","TORRINGTON","6790","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06790","","41.814298","'-73.1374683","User provided",""
"Mystic Valero LLC","530 New London Rd","MYSTIC","6355","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06355","","41.3517916","'-71.9990855","User provided",""
"STOP & SAVE FOOD MART","583 ENFIELD ST","ENFIELD","6082","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06082","","42.008181","'-72.5929797","User provided",""
"BEST GAS & FOOD MART","161 Boston Post Rd","WEST HAVEN","6516","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06516","","41.2961664","'-72.9566736","User provided",""
"FIRST FUEL OF NORTH HAVEN","133 Middletown Ave","NORTH HAVEN","6473","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06473","","41.341822","'-72.8614575","User provided",""
"FAS MART #309","1 Main St","ELLINGTON","6029","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06029","","41.9005648","'-72.4594314","User provided",""
"News Express","200 Tunxis Hill Rd","FAIRFIELD","6825","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06825","","41.1768874","'-73.2267276","User provided",""
"Dannys Liquor Store","2776 E Main St","WATERBURY","6705","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06705","","41.542671","'-72.991969","User provided",""
"Danbury Gulf","1 Lake Ave Ext","DANBURY","6811","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06811","","41.387956","'-73.4769323","User provided",""
"COUNTRY FARM","66 Main St","JEWETT CITY","6351","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06351","","41.6058924","'-71.9823393","User provided",""
"Isran LLC","1219 Main Street","WATERTOWN","6795","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06795","","41.5919855","'-73.1075954","User provided",""
"Wine World of Bethel","6 Stony Hill Rd","BETHEL","6801","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06801","","41.417411","'-73.399893","User provided",""
"Oakville Post # 195","62 Bunker Hill Road","WATERTOWN","6795","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06795","","41.5775167","'-73.1016855","User provided",""
"Simsbury Mobil","404 Hopmeadow St","WEATOGUE","6089","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06089","","41.8526108","'-72.8128818","User provided",""
"7-Eleven Store #15438","535 Halfway House Rd","WINDSOR LOCKS","6096","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06096","","41.9225091","'-72.6663362","User provided",""
"Squaw Hollow Xtra Mart","9 Nott Highway","ASHFORD","6278","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06278","","41.8568061","'-72.1793616","User provided",""
"J & R WHITE STREET CITGO LLC","300 White St","DANBURY","6810","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06810","","41.399087","'-73.431548","User provided",""
"Westbrook Xtra Mart","130 Boston Post Road","WESTBROOK","6498","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06498","","41.27514","'-72.482695","User provided",""
"CHAPLIN PACKAGE STORE","169 WILLIMANTIC RD","CHAPLIN","6235","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06235","","41.759908","'-72.142852","User provided",""
"WATERBURY XPRESS MART LLC","2406 N Main St","WATERBURY","6704","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06704","","41.583247","'-73.028733","User provided",""
"RB Market","407 West Main Street","MERIDEN","6451","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06451","","41.539992","'-72.816703","User provided",""
"SHELL QUICK STOP LLC","12 Albany Tpke","West Simsbury","6092","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06092","","41.817188","'-72.866763","User provided",""
"STOP & SHOP #638","930 COLONY RD RTE 5","WALLINGFORD","6492","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06492","","41.4529233","'-72.8576936","User provided",""
"Windsor Sunoco","1916 Poquonock Avenue","WINDSOR","6095","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06095","","41.909035","'-72.678607","User provided",""
"ROLLIES VARIETY LLC","1213 THOMPSON RD","THOMPSON","6277","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06277","","42.0107663","'-71.8447742","User provided",""
"FOOD MART","147 N Washington St","PLAINVILLE","6062","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06062","","41.6744599","'-72.8765735","User provided",""
"BULL`S HEAD CIGAR","51 High Ridge Rd","STAMFORD","6905","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06905","","41.0736634","'-73.5484266","User provided",""
"COVENTRY EXPRESS MART","1381 Main St Rte 31","COVENTRY","6238","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06238","","41.78468","'-72.3393021","User provided",""
"HIR Mobil On The Run","680 Poquonock Ave","WINDSOR","6095","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06095","","41.872461","'-72.6599449","User provided",""
"Express Food Mart A8","110 Saybrook Rd","HIGGANUM","6441","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06441","","41.5039185","'-72.5738176","User provided",""
"Rana Mart LLC","1030 Litchfield Rd","WATERTOWN","6795","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06795","","41.6337649","'-73.1392539","User provided",""
"Chicago Sams","51 Shunpike Road #14","CROMWELL","6416","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06416","","41.6052921","'-72.6783074","User provided",""
"SHELL ON SILVER LANE","1475 SILVER LANE","EAST HARTFORD","6118","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06118","","41.765634","'-72.5783879","User provided",""
"THE HOUSE OF SPIRITS","564 Honeyspot Rd","STRATFORD","6615","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06615","","41.1777032","'-73.1461966","User provided",""
"PEQUONNOCK LIQUOR STORE","309 PEQUONNOCK ST","BRIDGEPORT","6604","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06604","","41.181574","'-73.2003895","User provided",""
"Bin 300 World Bistro","300 Wolcott Rd","WOLCOTT","6716","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06716","","41.5872835","'-72.9924266","User provided",""
"BOSTON TURNPIKE WINE & SPIRITS","2795 Boston Tpke","COVENTRY","6238","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06238","","41.7969414","'-72.4165237","User provided",""
"Moe`s Corner Store Variety","251 Westport Ave","NORWALK","6851","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06851","","41.1246667","'-73.3965182","User provided",""
"MEMORIAL CORNER STORE","352 MAIN ST","MANCHESTER","6040","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06040","","41.781248","'-72.522474","User provided",""
"All Star Wine & Spirits","172 Deming St","MANCHESTER","6042","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06042","","41.813312","'-72.526635","User provided",""
"North Madison Sunoco","1276 Durham Rd","MADISON","6443","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06443","","41.358659","'-72.637592","User provided",""
"CUMBERLAND FARMS #4555","207 S MAIN ST","TORRINGTON","6790","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06790","","41.79605","'-73.12018","User provided",""
"Wave Food Mart LLC","1046 Boston Post Rd","GUILFORD","6437","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06437","","41.287775","'-72.684244","User provided",""
"Stamford Convenience Mart","339 Hope St","STAMFORD","6906","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06906","","41.0712539","'-73.5241321","User provided",""
